학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000002154,서울풍납초등학교,초등학교,1980-08-01,공립,본교,운영,서울특별시 송파구 풍납동 165,서울특별시 송파구 풍성로 43,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.53440483,127.1172037,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009982,진천중학교,중학교,1951-10-03,공립,본교,운영,충청북도 진천군 진천읍 성석리 462,충청북도 진천군 진천읍 성중로 27-5,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2024-11-08,36.86732592,127.4465511,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006205,남원서원초등학교,초등학교,1970-02-02,공립,본교,운영,전북특별자치도 남원시 대산면 수덕리 20,전북특별자치도 남원시 대산면 남문로 109,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2013-11-29,2024-11-08,35.4046548,127.3434735,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006815,화흥초등학교,초등학교,1942-04-01,공립,본교,운영,전라남도 완도군 완도읍 화흥리 840,전라남도 완도군 완도읍 청해진서로 824,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2024-11-08,34.32557169,126.7011771,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000001924,서울인왕초등학교,초등학교,1962-11-12,공립,본교,운영,서울특별시 서대문구 홍제동 241-113,서울특별시 서대문구 세무서길 33-9,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-11-08,37.59023007,126.9448045,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000022601,모락고등학교,고등학교,2013-03-01,공립,본교,운영,경기도 의왕시 오전동 산58-10,경기도 의왕시 모락로 134,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2024-11-08,37.36997131,126.9670058,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009089,화봉중학교,중학교,1994-03-01,공립,본교,운영,울산광역시 북구 화봉동 677-1,울산광역시 북구 통샘1길 2,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.58935749,129.3608359,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009874,방산중학교,중학교,1971-01-04,공립,본교,운영,강원특별자치도 양구군 방산면 금악리 220-8,강원특별자치도 양구군 방산면 평화로 5057,7801000,강원특별자치도교육청,7952000,강원특별자치도양구교육지원청,2013-11-29,2024-11-08,38.20502185,127.9380739,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003752,불곡초등학교,초등학교,1996-03-02,공립,본교,운영,경기도 성남시 분당구 구미동 241,경기도 성남시 분당구 무지개로 129,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2024-11-08,37.34098363,127.1197315,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011774,경남항공고등학교,고등학교,1935-04-26,공립,본교,운영,경상남도 고성군 고성읍 교사리 338-5,경상남도 고성군 고성읍 송학고분로 127,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2013-11-29,2024-11-08,34.97853358,128.3073889,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005808,내산초등학교,초등학교,1931-08-27,공립,본교,운영,충청남도 부여군 내산면 운치리 442-6,충청남도 부여군 내산면 성충로 906,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2024-11-08,36.28189932,126.7766005,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006513,창촌초등학교,초등학교,1941-05-10,공립,본교,운영,전라남도 순천시 주암면 창촌리 275,전라남도 순천시 주암면 창동주암길 3,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2024-11-08,35.06045691,127.2772973,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006657,화순초등학교,초등학교,1917-05-25,공립,본교,운영,전라남도 화순군 화순읍 교리 84,전라남도 화순군 화순읍 동헌길 9-7,8490000,전라남도교육청,8611000,전라남도화순교육지원청,2013-11-29,2024-11-08,35.0655645,126.9841424,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012224,대원고등학교,고등학교,1981-03-02,사립,본교,운영,대구광역시 달성군 화원읍 본리리 1-1,대구광역시 달성군 화원읍 비슬로 2658,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2024-11-08,35.80668948,128.5070767,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026110,한빛고등학교,고등학교,2014-03-01,공립,본교,운영,경기도 파주시 야당동 1013,경기도 파주시 한빛로 36,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2024-11-08,37.7134805,126.7548886,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004872,북원초등학교,초등학교,1985-05-04,공립,본교,운영,강원특별자치도 원주시 단계동 796,강원특별자치도 원주시 단구로 60,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2013-11-29,2024-11-08,37.34305588,127.9383479,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006104,이리남창초등학교,초등학교,1963-03-05,공립,본교,운영,전북특별자치도 익산시 남중동 252-2,전북특별자치도 익산시 인북로 171,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2024-11-08,35.94520028,126.953875,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008444,용문중학교,중학교,1946-10-12,사립,본교,운영,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-11-08,37.58869033,127.0246608,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013325,진주중앙고등학교,고등학교,2002-03-01,공립,본교,운영,경상남도 진주시 하대동 294-1,경상남도 진주시 하대로 59,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2024-11-08,35.19400986,128.1190142,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007446,마산중앙초등학교,초등학교,1968-03-04,공립,본교,운영,경상남도 창원시 의창구 반계동 1509-1,경상남도 창원시 마산회원구 팔용로 280,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.24832356,128.6025946,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000001939,서울성원초등학교,초등학교,1986-10-22,공립,본교,운영,서울특별시 마포구 성산동 175-1,서울특별시 마포구 월드컵로36길 34,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-11-08,37.56698252,126.9050853,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008140,동명여자중학교,중학교,1921-06-03,사립,본교,운영,서울특별시 서대문구 천연동 31-1,서울특별시 서대문구 독립문로 49,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-11-08,37.56861542,126.9622529,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003600,두동초등학교,초등학교,1923-09-01,공립,본교,운영,울산광역시 울주군 두동면 구미리 650-1,울산광역시 울주군 두동면 대밀길 29,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2024-11-08,35.6549402,129.201841,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000022986,연무중학교,중학교,1960-04-09,공립,본교,운영,충청남도 논산시 연무읍 안심리 30-1,충청남도 논산시 연무읍 연무로 160번길 26-2,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2024-11-08,36.1312664,127.0937495,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008253,신광여자중학교,중학교,1946-08-07,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-11-08,37.54289988,126.9694475,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012351,명진고등학교,고등학교,1986-03-03,사립,본교,운영,광주광역시 광산구 수완동 1771,광주광역시 광산구 수완로12번길 21,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.18741842,126.8301197,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011570,충북상업정보고등학교,고등학교,1984-03-10,공립,본교,운영,충청북도 청주시 청원구 사천동 236-1,충청북도 청주시 청원구 율천북로 73,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2024-11-08,36.66459021,127.4792673,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002152,서울개롱초등학교,초등학교,2008-03-03,공립,본교,운영,서울특별시 송파구 오금동 159,서울특별시 송파구 문정로 211,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.49736261,127.1398881,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010049,공주여자중학교,중학교,1928-05-01,공립,본교,운영,충청남도 공주시 교동 3-2,충청남도 공주시 용당길 54,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2024-11-08,36.46057608,127.1187267,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011839,동아마이스터고등학교,고등학교,1978-03-07,사립,본교,운영,대전광역시 동구 자양동 2,대전광역시 동구 충정로 97,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.34466315,127.4545998,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006030,군산흥남초등학교,초등학교,1992-09-01,공립,본교,운영,전북특별자치도 군산시 문화동 21,전북특별자치도 군산시 서흥안2길 20,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2013-11-29,2024-11-08,35.97177485,126.7086852,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009777,하랑중학교,중학교,1967-08-09,공립,본교,운영,강원특별자치도 동해시 발한동 377,강원특별자치도 동해시 발한로 347,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2013-11-29,2024-11-08,37.56048966,129.1022817,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004262,안현초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 광명시 하안동 864-1,경기도 광명시 도덕공원로 5,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2024-11-08,37.47101395,126.867503,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011384,부산문화여자고등학교,고등학교,1969-03-06,사립,본교,운영,부산광역시 해운대구 우동 1025-127,부산광역시 해운대구 해운대로469번길 50,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.16597407,129.1435338,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003184,삼성초등학교,초등학교,1962-04-20,공립,본교,운영,인천광역시 강화군 불은면 삼성리 809-32,인천광역시 강화군 불은면 중앙로 609,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2024-11-08,37.70759295,126.4495644,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010513,광양진월중학교,중학교,1972-03-01,공립,본교,운영,전라남도 광양시 진월면 선소리 752,전라남도 광양시 진월면 백운2로 96,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2013-11-29,2024-11-08,34.9851208,127.7499349,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008566,연제중학교,중학교,1985-03-01,공립,본교,운영,부산광역시 연제구 연산동 1777-10,부산광역시 연제구 쌍미천로 62,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.1792871,129.0897786,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003112,인천성지초등학교,초등학교,2003-03-01,공립,본교,운영,인천광역시 계양구 작전동 448-2,인천광역시 계양구 아나지로247번길 8,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2024-11-08,37.52649282,126.7200667,2025-03-25,B555223,재단법인한국지방교육행정연구재단
