번호,국가,물질명,한국식품유형,식품유형,함량정보,combined_text
43079,미국,malt syrup (malt extract),농축유류,농축우유,일반사용기준(규정 Sec. 131.130 Evaporated milk 참조),malt syrup (malt extract) 일반사용기준(규정 Sec. 131.130 Evaporated milk 참조)
43078,미국,sucrose,농축유류,농축우유,일반사용기준(규정 Sec. 131.130 Evaporated milk 참조),sucrose 일반사용기준(규정 Sec. 131.130 Evaporated milk 참조)
43077,미국,vitamin A,농축유류,농축우유,125 IU/oz(규정 Sec. 131.130 Evaporated milk 참조),vitamin A 125 IU/oz(규정 Sec. 131.130 Evaporated milk 참조)
43076,미국,vitamin D,농축유류,농축우유,25 IU/oz(규정 Sec. 131.130 Evaporated milk 참조),vitamin D 25 IU/oz(규정 Sec. 131.130 Evaporated milk 참조)
43075,미국,carrier for vitamin d,농축유류,농축유,일반사용기준(규정 Sec. 131.115 Concentrated milk 참조),carrier for vitamin d 일반사용기준(규정 Sec. 131.115 Concentrated milk 참조)
43074,미국,vitamin D,농축유류,농축유,25 IU/oz(규정 Sec. 131.115 Concentrated milk 참조),vitamin D 25 IU/oz(규정 Sec. 131.115 Concentrated milk 참조)
43073,미국,clotting enzymes,치즈류,뇌샤텔 치즈,일반사용기준(규정 Sec. 133.162 Neufchatel cheese 참조),clotting enzymes 일반사용기준(규정 Sec. 133.162 Neufchatel cheese 참조)
43072,미국,dioctyl sodium sulfosuccinate,치즈류,뇌샤텔 치즈,0.5% 이하(규정 Sec. 133.162 Neufchatel cheese 참조),dioctyl sodium sulfosuccinate 0.5% 이하(규정 Sec. 133.162 Neufchatel cheese 참조)
43071,미국,rennet,치즈류,뇌샤텔 치즈,일반사용기준(규정 Sec. 133.162 Neufchatel cheese 참조),rennet 일반사용기준(규정 Sec. 133.162 Neufchatel cheese 참조)
43070,미국,calcium chloride,치즈류,누아월드 치즈,0.02% 이하(규정 Sec. 133.164 Nuworld cheese 참조),calcium chloride 0.02% 이하(규정 Sec. 133.164 Nuworld cheese 참조)
43069,미국,clotting enzymes,치즈류,누아월드 치즈,일반사용기준(규정 Sec. 133.164 Nuworld cheese 참조),clotting enzymes 일반사용기준(규정 Sec. 133.164 Nuworld cheese 참조)
43068,미국,rennet,치즈류,누아월드 치즈,일반사용기준(규정 Sec. 133.164 Nuworld cheese 참조),rennet 일반사용기준(규정 Sec. 133.164 Nuworld cheese 참조)
43067,미국,acetic acid,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),acetic acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43066,미국,albumin food,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),albumin food 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43065,미국,calcium carboxymethylcellulose,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),calcium carboxymethylcellulose 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43064,미국,carob bean gum (locust bean gum),치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),carob bean gum (locust bean gum) 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43063,미국,carrageenan,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),carrageenan 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43062,미국,citric acid,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),citric acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43061,미국,corn syrup,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),corn syrup 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43060,미국,dioctyl sodium sulfosuccinate,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.5% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),dioctyl sodium sulfosuccinate 0.5% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43059,미국,gelatin,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),gelatin 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43058,미국,guar gum,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),guar gum 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43057,미국,gum tragacanth,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),gum tragacanth 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43056,미국,high fructose corn syrup,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),high fructose corn syrup 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43055,미국,invert sugar,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),invert sugar 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43054,미국,karaya gum (sterculia gum),치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),karaya gum (sterculia gum) 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43053,미국,lactic acid,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),lactic acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43052,미국,malt syrup (malt extract),치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),malt syrup (malt extract) 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43051,미국,oat gum,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),oat gum 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43050,미국,phosphoric acid,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),phosphoric acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43049,미국,propylene glycol alginate,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),propylene glycol alginate 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43048,미국,sodium alginate,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),sodium alginate 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43047,미국,sucrose,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),sucrose 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43046,미국,xanthan gum,치즈류,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),xanthan gum 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43045,미국,acetic acid,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),acetic acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43044,미국,albumin food,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),albumin food 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43043,미국,calcium carboxymethylcellulose,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),calcium carboxymethylcellulose 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43042,미국,carob bean gum (locust bean gum),기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),carob bean gum (locust bean gum) 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43041,미국,carrageenan,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),carrageenan 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43040,미국,citric acid,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),citric acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43039,미국,corn syrup,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),corn syrup 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43038,미국,dioctyl sodium sulfosuccinate,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.5% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),dioctyl sodium sulfosuccinate 0.5% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43037,미국,gelatin,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),gelatin 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43036,미국,guar gum,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),guar gum 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43035,미국,gum tragacanth,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),gum tragacanth 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43034,미국,high fructose corn syrup,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),high fructose corn syrup 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43033,미국,invert sugar,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),invert sugar 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43032,미국,karaya gum (sterculia gum),기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),karaya gum (sterculia gum) 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43031,미국,lactic acid,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),lactic acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43030,미국,malt syrup (malt extract),기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),malt syrup (malt extract) 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43029,미국,oat gum,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),oat gum 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43028,미국,phosphoric acid,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),phosphoric acid 일반사용기준(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
43027,미국,propylene glycol alginate,기타가공품,다른 식품과 함께 저온살균된 뇌샤텔 치즈 스프레드,0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조),propylene glycol alginate 0.8% 이하(규정 Sec. 133.178 Pasteurized neufchatel cheese spread with other foods 참조)
